,lemma,pos,token,annotation
4033,it,PRP,it,O
4034,wa,VB,was,O
4035,all,DT,all,O
4036,broken,NNS,broken,O
4037,and,CC,and,O
4038,destroyed,JJ,destroyed,O
4039,inside,NN,inside,O
4040,",",",",",",O
4041,though,IN,though,O
4042,it,PRP,it,O
4043,looked,VBD,looked,O
4044,so,RB,so,O
4045,brave,JJ,brave,O
4046,and,CC,and,O
4047,fine,JJ,fine,O
4048,;,:,;,O
4049,and,CC,and,O
4050,then,RB,then,O
4051,",",",",",",O
4052,though,IN,though,O
4053,it,PRP,it,O
4054,wa,VBZ,was,O
4055,noon-day,JJ,noon-day,O
4056,",",",",",",O
4057,my,PRP$,my,O
4058,flesh,JJ,flesh,O
4059,began,VBD,began,O
4060,to,TO,to,O
4061,creep,VB,creep,O
4062,a,DT,a,O
4063,little,JJ,little,O
4064,",",",",",",O
4065,and,CC,and,O
4066,I,PRP,I,O
4067,shut,VBP,shut,O
4068,it,PRP,it,O
4069,up,RP,up,O
4070,",",",",",",O
4071,and,CC,and,O
4072,run,VB,run,O
4073,away,RP,away,O
4074,pretty,RB,pretty,O
4075,quickly,RB,quickly,O
4076,to,TO,to,O
4077,my,PRP$,my,O
4078,own,JJ,own,O
4079,bright,JJ,bright,O
4080,nursery,NN,nursery,O
4081,;,:,;,O
4082,and,CC,and,O
4083,I,PRP,I,O
4084,did,VBD,did,O
4085,not,RB,not,O
4086,like,IN,like,O
4087,hearing,VBG,hearing,O
4088,the,DT,the,O
4089,music,NN,music,O
4090,for,IN,for,O
4091,some,DT,some,O
4092,time,NN,time,O
4093,after,IN,after,O
4094,that,DT,that,O
4095,",",",",",",O
4096,any,DT,any,O
4097,more,JJR,more,O
4098,than,IN,than,O
4099,James,NNP,James,O
4100,and,CC,and,O
4101,Dorothy,NNP,Dorothy,O
4102,did,VBD,did,O
4103,.,.,.,O
4104,All,PDT,All,O
4105,this,DT,this,O
4106,time,NN,time,O
4107,Miss,NNP,Miss,O
4108,Rosamond,NNP,Rosamond,O
4109,wa,VBD,was,O
4110,making,VBG,making,O
4111,herself,PRP,herself,O
4112,more,JJR,more,O
4113,and,CC,and,O
4114,more,JJR,more,O
4115,beloved,NNS,beloved,O
4116,.,.,.,O
4117,The,DT,The,O
4118,old,JJ,old,O
4119,lady,NN,ladies,O
4120,liked,VBD,liked,O
4121,her,PRP$,her,O
4122,to,TO,to,O
4123,dine,VB,dine,O
4124,with,IN,with,O
4125,them,PRP,them,O
4126,at,IN,at,O
4127,their,PRP$,their,O
4128,early,JJ,early,O
4129,dinner,NN,dinner,O
4130,.,.,.,O
4131,James,NNP,James,O
4132,stood,VBD,stood,O
4133,behind,IN,behind,O
4134,Miss,NNP,Miss,O
4135,Furnivall,NNP,Furnivall,O
4136,'s,POS,'s,O
4137,chair,NN,chair,O
4138,",",",",",",O
4139,and,CC,and,O
4140,I,PRP,I,O
4141,behind,VBP,behind,O
4142,Miss,JJ,Miss,O
4143,Rosamond,NNP,Rosamond,O
4144,'s,POS,'s,O
4145,all,DT,all,O
4146,in,IN,in,O
4147,state,NN,state,O
4148,;,:,;,O
4149,and,CC,and,O
4150,after,IN,after,O
4151,dinner,NN,dinner,O
4152,",",",",",",O
4153,she,PRP,she,O
4154,would,MD,would,O
4155,play,VB,play,O
4156,about,RB,about,O
4157,in,IN,in,O
4158,a,DT,a,O
4159,corner,NN,corner,O
4160,of,IN,of,O
4161,the,DT,the,O
4162,great,JJ,great,O
4163,drawing-room,NN,drawing-room,O
4164,a,DT,as,O
4165,still,RB,still,O
4166,a,DT,as,O
4167,any,DT,any,O
4168,mouse,NN,mouse,O
4169,",",",",",",O
4170,while,IN,while,O
4171,Miss,NNP,Miss,O
4172,Furnivall,NNP,Furnivall,O
4173,slept,NN,slept,O
4174,",",",",",",O
4175,and,CC,and,O
4176,I,PRP,I,O
4177,had,VBD,had,O
4178,my,PRP$,my,O
4179,dinner,NN,dinner,O
4180,in,IN,in,O
4181,the,DT,the,O
4182,kitchen,NN,kitchen,O
4183,.,.,.,O
4184,But,CC,But,O
4185,she,PRP,she,O
4186,wa,VBZ,was,O
4187,glad,JJ,glad,O
4188,enough,RB,enough,O
4189,to,TO,to,O
4190,come,VB,come,O
4191,to,TO,to,O
4192,me,PRP,me,O
4193,in,IN,in,O
4194,the,DT,the,O
4195,nursery,NN,nursery,O
4196,afterwards,NNS,afterwards,O
4197,;,:,;,O
4198,for,IN,for,O
4199,",",",",",",O
4200,a,DT,as,O
4201,she,PRP,she,O
4202,said,VBD,said,O
4203,",",",",",",O
4204,Miss,NNP,Miss,O
4205,Furnivall,NNP,Furnivall,O
4206,wa,VBZ,was,O
4207,so,RB,so,O
4208,sad,JJ,sad,O
4209,",",",",",",O
4210,and,CC,and,O
4211,Mrs.,NNP,Mrs.,O
4212,Stark,NNP,Stark,O
4213,so,IN,so,O
4214,dull,JJ,dull,O
4215,;,:,;,O
4216,but,CC,but,O
4217,she,PRP,she,O
4218,and,CC,and,O
4219,I,PRP,I,O
4220,were,VBD,were,O
4221,merry,JJ,merry,O
4222,enough,RB,enough,O
4223,;,:,;,O
4224,and,CC,and,O
4225,by-and-by,NN,by-and-by,O
4226,",",",",",",O
4227,I,PRP,I,O
4228,got,VBD,got,O
4229,not,RB,not,O
4230,to,TO,to,O
4231,care,VB,care,O
4232,for,IN,for,O
4233,that,DT,that,O
4234,weird,JJ,weird,O
4235,rolling,VBG,rolling,O
4236,music,NN,music,O
4237,",",",",",",O
4238,which,WDT,which,O
4239,did,VBD,did,O
4240,one,CD,one,O
4241,no,DT,no,O
4242,harm,NN,harm,O
4243,",",",",",",O
4244,if,IN,if,O
4245,we,PRP,we,O
4246,did,VBD,did,O
4247,not,RB,not,O
4248,know,VB,know,O
4249,where,WRB,where,O
4250,it,PRP,it,O
4251,came,VBD,came,O
4252,from,IN,from,O
4253,.,.,.,O
4254,That,DT,That,O
4255,winter,NN,winter,O
4256,wa,VBD,was,O
4257,very,RB,very,O
4258,cold,JJ,cold,O
4259,.,.,.,O
4260,In,IN,In,O
4261,the,DT,the,O
4262,middle,NN,middle,O
4263,of,IN,of,O
4264,October,NNP,October,O
4265,the,DT,the,O
4266,frost,NN,frosts,O
4267,began,VBD,began,O
4268,",",",",",",O
4269,and,CC,and,O
4270,lasted,VBD,lasted,O
4271,many,JJ,many,O
4272,",",",",",",O
4273,many,JJ,many,O
4274,week,NN,weeks,O
4275,.,.,.,O
4276,I,PRP,I,O
4277,remember,VBP,remember,O
4278,one,CD,one,O
4279,day,NN,day,O
4280,",",",",",",O
4281,at,IN,at,O
4282,dinner,NN,dinner,O
4283,",",",",",",O
4284,Miss,NNP,Miss,O
4285,Furnivall,NNP,Furnivall,O
4286,lifted,VBD,lifted,O
4287,up,RP,up,O
4288,her,PRP$,her,O
4289,sad,NN,sad,O
4290,",",",",",",O
4291,heavy,JJ,heavy,O
4292,eye,NN,eyes,O
4293,",",",",",",O
4294,and,CC,and,O
4295,said,VBD,said,O
4296,to,TO,to,O
4297,Mrs.,NNP,Mrs.,O
4298,Stark,NNP,Stark,O
4299,",",",",",",O
4300,','',',O
4301,I,PRP,I,O
4302,am,VBP,am,O
4303,afraid,JJ,afraid,O
4304,we,PRP,we,O
4305,shall,MD,shall,O
4306,have,VB,have,O
4307,a,DT,a,O
4308,terrible,JJ,terrible,O
4309,winter,NN,winter,O
4310,",",",",",",O
4311,','',',O
4312,in,IN,in,O
4313,a,DT,a,O
4314,strange,JJ,strange,O
4315,kind,NN,kind,O
4316,of,IN,of,O
4317,meaning,VBG,meaning,O
4318,way,NN,way,O
4319,.,.,.,O
4320,But,CC,But,O
4321,Mrs.,NNP,Mrs.,O
4322,Stark,NNP,Stark,O
4323,pretended,VBD,pretended,O
4324,not,RB,not,O
4325,to,TO,to,O
4326,hear,VB,hear,O
4327,",",",",",",O
4328,and,CC,and,O
4329,talked,VBD,talked,O
4330,very,RB,very,O
4331,loud,JJ,loud,O
4332,of,IN,of,O
4333,something,NN,something,O
4334,else,RB,else,O
4335,.,.,.,O
4336,My,NNP,My,O
4337,little,JJ,little,O
4338,lady,NN,lady,O
4339,and,CC,and,O
4340,I,PRP,I,O
4341,did,VBD,did,O
4342,not,RB,not,O
4343,care,VB,care,O
4344,for,IN,for,O
4345,the,DT,the,O
4346,frost,NN,frost,O
4347,;,:,;,O
4348,not,RB,not,O
4349,we,PRP,we,O
4350,!,.,!,O
4351,As,IN,As,O
4352,long,RB,long,O
4353,a,DT,as,O
4354,it,PRP,it,O
4355,wa,JJ,was,O
4356,dry,JJ,dry,O
4357,",",",",",",O
4358,we,PRP,we,O
4359,climbed,VBD,climbed,O
4360,up,RP,up,O
4361,the,DT,the,O
4362,steep,JJ,steep,O
4363,brow,NN,brows,O
4364,behind,IN,behind,O
4365,the,DT,the,O
4366,house,NN,house,O
4367,",",",",",",O
4368,and,CC,and,O
4369,went,VBD,went,O
4370,up,RB,up,O
4371,on,IN,on,O
4372,the,DT,the,O
4373,Fells,NNP,Fells,O
4374,",",",",",",O
4375,which,WDT,which,O
4376,were,VBD,were,O
4377,bleak,NNS,bleak,O
4378,and,CC,and,O
4379,bare,NN,bare,O
4380,enough,JJ,enough,O
4381,",",",",",",O
4382,and,CC,and,O
4383,there,RB,there,O
4384,we,PRP,we,O
4385,ran,VBD,ran,O
4386,race,NN,races,O
4387,in,IN,in,O
4388,the,DT,the,O
4389,fresh,JJ,fresh,O
4390,",",",",",",O
4391,sharp,JJ,sharp,O
4392,air,NN,air,O
4393,;,:,;,O
4394,and,CC,and,O
4395,once,IN,once,O
4396,we,PRP,we,O
4397,came,VBD,came,O
4398,down,RB,down,O
4399,by,IN,by,O
4400,a,DT,a,O
4401,new,JJ,new,O
4402,path,NN,path,O
4403,",",",",",",O
4404,that,WDT,that,O
4405,took,VBD,took,O
4406,u,JJ,us,O
4407,past,IN,past,O
4408,the,DT,the,O
4409,two,CD,two,O
4410,old,JJ,old,O
4411,gnarled,VBD,gnarled,O
4412,holly-trees,NNS,holly-trees,O
4413,",",",",",",O
4414,which,WDT,which,O
4415,grew,VBD,grew,O
4416,about,IN,about,O
4417,half-way,JJ,half-way,O
4418,down,NN,down,O
4419,by,IN,by,O
4420,the,DT,the,O
4421,east,JJ,east,O
4422,side,NN,side,O
4423,of,IN,of,O
4424,the,DT,the,O
4425,house,NN,house,O
4426,.,.,.,O
4427,But,CC,But,O
4428,the,DT,the,O
4429,day,NN,days,O
4430,grew,VBD,grew,O
4431,shorter,JJR,shorter,O
4432,and,CC,and,O
4433,shorter,JJR,shorter,O
4434,",",",",",",O
4435,and,CC,and,O
4436,the,DT,the,O
4437,old,JJ,old,O
4438,lord,NN,lord,O
4439,",",",",",",O
4440,if,IN,if,O
4441,it,PRP,it,O
4442,wa,VBZ,was,O
4443,he,PRP,he,O
4444,",",",",",",O
4445,played,VBD,played,O
4446,away,RB,away,O
4447,",",",",",",O
4448,more,JJR,more,O
4449,and,CC,and,O
4450,more,JJR,more,O
4451,stormily,RB,stormily,O
4452,and,CC,and,O
4453,sadly,RB,sadly,O
4454,",",",",",",O
4455,on,IN,on,O
4456,the,DT,the,O
4457,great,JJ,great,O
4458,organ,NN,organ,O
4459,.,.,.,O
4460,One,CD,One,O
4461,Sunday,NNP,Sunday,O
4462,afternoon,NN,afternoon,O
4463,--,:,--,O
4464,it,PRP,it,O
4465,must,MD,must,O
4466,have,VB,have,O
4467,been,VBN,been,O
4468,towards,IN,towards,O
4469,the,DT,the,O
4470,end,NN,end,O
4471,of,IN,of,O
4472,November,NNP,November,O
4473,--,:,--,O
4474,I,PRP,I,O
4475,asked,VBD,asked,O
4476,Dorothy,NNP,Dorothy,O
4477,to,TO,to,O
4478,take,VB,take,O
4479,charge,NN,charge,O
4480,of,IN,of,O
4481,little,JJ,little,O
4482,missy,NN,missy,O
4483,when,WRB,when,O
4484,she,PRP,she,O
4485,came,VBD,came,O
4486,out,RB,out,O
4487,of,IN,of,O
4488,the,DT,the,O
4489,drawing-room,NN,drawing-room,O
4490,",",",",",",O
4491,after,IN,after,O
4492,Miss,NNP,Miss,O
4493,Furnivall,NNP,Furnivall,O
4494,had,VBD,had,O
4495,had,VBN,had,O
4496,her,PRP$,her,O
4497,nap,NN,nap,O
4498,;,:,;,O
4499,for,IN,for,O
4500,it,PRP,it,O
4501,wa,VBZ,was,O
4502,too,RB,too,O
4503,cold,JJ,cold,O
4504,to,TO,to,O
4505,take,VB,take,O
4506,her,PRP$,her,O
4507,with,IN,with,O
4508,me,PRP,me,O
4509,to,TO,to,O
4510,church,VB,church,O
4511,",",",",",",O
4512,and,CC,and,O
4513,yet,RB,yet,O
4514,I,PRP,I,O
4515,wanted,VBD,wanted,O
4516,to,TO,to,O
4517,go,VB,go,O
4518,.,.,.,O
4519,And,CC,And,O
4520,Dorothy,NNP,Dorothy,O
4521,wa,VBP,was,O
4522,glad,JJ,glad,O
4523,enough,RB,enough,O
4524,to,TO,to,O
4525,promise,VB,promise,O
4526,",",",",",",O
4527,and,CC,and,O
4528,wa,NNS,was,O
4529,so,RB,so,O
4530,fond,RB,fond,O
4531,of,IN,of,O
4532,the,DT,the,O
4533,child,NN,child,O
4534,",",",",",",O
4535,that,IN,that,O
4536,all,DT,all,O
4537,seemed,VBD,seemed,O
4538,well,RB,well,O
4539,;,:,;,O
4540,and,CC,and,O
4541,Bessy,NNP,Bessy,O
4542,and,CC,and,O
4543,I,PRP,I,O
4544,set,VBP,set,O
4545,off,RP,off,O
4546,very,RB,very,O
4547,briskly,RB,briskly,O
4548,",",",",",",O
4549,though,IN,though,O
4550,the,DT,the,O
4551,sky,NN,sky,O
4552,hung,NN,hung,O
4553,heavy,JJ,heavy,O
4554,and,CC,and,O
4555,black,JJ,black,O
4556,over,IN,over,O
4557,the,DT,the,O
4558,white,JJ,white,O
4559,earth,NN,earth,O
4560,",",",",",",O
4561,a,DT,as,O
4562,if,IN,if,O
4563,the,DT,the,O
4564,night,NN,night,O
4565,had,VBD,had,O
4566,never,RB,never,O
4567,fully,RB,fully,O
4568,gone,VBN,gone,O
4569,away,RB,away,O
4570,",",",",",",O
4571,and,CC,and,O
4572,the,DT,the,O
4573,air,NN,air,O
4574,",",",",",",O
4575,though,IN,though,O
4576,still,RB,still,O
4577,",",",",",",O
4578,wa,JJ,was,O
4579,very,RB,very,O
4580,biting,VBG,biting,O
4581,and,CC,and,O
4582,keen,JJ,keen,O
4583,.,.,.,O
4584,'We,CC,'We,O
4585,shall,MD,shall,O
4586,have,VB,have,O
4587,a,DT,a,O
4588,fall,NN,fall,O
4589,of,IN,of,O
4590,snow,NN,snow,O
4591,",",",",",",O
4592,','',',O
4593,said,VBD,said,O
4594,Bessy,NNP,Bessy,O
4595,to,TO,to,O
4596,me,PRP,me,O
4597,.,.,.,O
4598,And,CC,And,O
4599,sure,JJ,sure,O
4600,enough,RB,enough,O
4601,",",",",",",O
4602,even,RB,even,O
4603,while,IN,while,O
4604,we,PRP,we,O
4605,were,VBD,were,O
4606,in,IN,in,O
4607,church,NN,church,O
4608,",",",",",",O
4609,it,PRP,it,O
4610,came,VBD,came,O
4611,down,RB,down,O
4612,thick,RB,thick,O
4613,",",",",",",O
4614,in,IN,in,O
4615,great,JJ,great,O
4616,large,JJ,large,O
4617,flake,NN,flakes,O
4618,",",",",",",O
4619,--,:,--,O
4620,so,RB,so,O
4621,thick,JJ,thick,O
4622,",",",",",",O
4623,it,PRP,it,O
4624,almost,RB,almost,O
4625,darkened,VBD,darkened,O
4626,the,DT,the,O
4627,window,NN,windows,O
4628,.,.,.,O
4629,It,PRP,It,O
4630,had,VBD,had,O
4631,stopped,VBN,stopped,O
4632,snowing,VBG,snowing,O
4633,before,IN,before,O
4634,we,PRP,we,O
4635,came,VBD,came,O
4636,out,RP,out,O
4637,",",",",",",O
4638,but,CC,but,O
4639,it,PRP,it,O
4640,lay,VBD,lay,O
4641,soft,JJ,soft,O
4642,",",",",",",O
4643,thick,JJ,thick,O
4644,and,CC,and,O
4645,deep,JJ,deep,O
4646,beneath,NN,beneath,O
4647,our,PRP$,our,O
4648,foot,NN,feet,O
4649,",",",",",",O
4650,a,DT,as,O
4651,we,PRP,we,O
4652,tramped,VBD,tramped,O
4653,home,NN,home,O
4654,.,.,.,O
4655,Before,IN,Before,O
4656,we,PRP,we,O
4657,got,VBD,got,O
4658,to,TO,to,O
4659,the,DT,the,O
4660,hall,NN,hall,O
4661,",",",",",",O
4662,the,DT,the,O
4663,moon,NN,moon,O
4664,rose,VBD,rose,O
4665,",",",",",",O
4666,and,CC,and,O
4667,I,PRP,I,O
4668,think,VBP,think,O
4669,it,PRP,it,O
4670,wa,VBZ,was,O
4671,lighter,JJR,lighter,O
4672,then,RB,then,O
4673,--,:,--,O
4674,what,WP,what,O
4675,with,IN,with,O
4676,the,DT,the,O
4677,moon,NN,moon,O
4678,",",",",",",O
4679,and,CC,and,O
4680,what,WP,what,O
4681,with,IN,with,O
4682,the,DT,the,O
4683,white,JJ,white,O
4684,dazzling,NN,dazzling,O
4685,snow,NN,snow,O
4686,--,:,--,O
4687,than,IN,than,O
4688,it,PRP,it,O
4689,had,VBD,had,O
4690,been,VBN,been,O
4691,when,WRB,when,O
4692,we,PRP,we,O
4693,went,VBD,went,O
4694,to,TO,to,O
4695,church,VB,church,O
4696,",",",",",",O
4697,between,IN,between,O
4698,two,CD,two,O
4699,and,CC,and,O
4700,three,CD,three,O
4701,o'clock,NN,o'clock,O
4702,.,.,.,O
4703,I,PRP,I,O
4704,have,VBP,have,O
4705,not,RB,not,O
4706,told,VBN,told,O
4707,you,PRP,you,O
4708,that,IN,that,O
4709,Miss,NNP,Miss,O
4710,Furnivall,NNP,Furnivall,O
4711,and,CC,and,O
4712,Mrs.,NNP,Mrs.,O
4713,Stark,NNP,Stark,O
4714,never,RB,never,O
4715,went,VBD,went,O
4716,to,TO,to,O
4717,church,NN,church,O
4718,;,:,;,O
4719,they,PRP,they,O
4720,used,VBD,used,O
4721,to,TO,to,O
4722,read,VB,read,O
4723,the,DT,the,O
4724,prayer,NN,prayers,O
4725,together,RB,together,O
4726,",",",",",",O
4727,in,IN,in,O
4728,their,PRP$,their,O
4729,quiet,JJ,quiet,O
4730,",",",",",",O
4731,gloomy,JJ,gloomy,O
4732,way,NN,way,O
4733,;,:,;,O
4734,they,PRP,they,O
4735,seemed,VBD,seemed,O
4736,to,TO,to,O
4737,feel,VB,feel,O
4738,the,DT,the,O
4739,Sunday,NNP,Sunday,O
4740,very,RB,very,O
4741,long,RB,long,O
4742,without,IN,without,O
4743,their,PRP$,their,O
4744,tapestry-work,NN,tapestry-work,O
4745,to,TO,to,O
4746,be,VB,be,O
4747,busy,JJ,busy,O
4748,at,IN,at,O
4749,.,.,.,O
4750,So,IN,So,O
4751,when,WRB,when,O
4752,I,PRP,I,O
4753,went,VBD,went,O
4754,to,TO,to,O
4755,Dorothy,NNP,Dorothy,O
4756,in,IN,in,O
4757,the,DT,the,O
4758,kitchen,NN,kitchen,O
4759,",",",",",",O
4760,to,TO,to,O
4761,fetch,VB,fetch,O
4762,Miss,NNP,Miss,O
4763,Rosamond,NNP,Rosamond,O
4764,and,CC,and,O
4765,take,VB,take,O
4766,her,PRP$,her,O
4767,upstairs,NNS,upstairs,O
4768,with,IN,with,O
4769,me,PRP,me,O
4770,",",",",",",O
4771,I,PRP,I,O
4772,did,VBD,did,O
4773,not,RB,not,O
4774,much,JJ,much,O
4775,wonder,NN,wonder,O
4776,when,WRB,when,O
4777,the,DT,the,O
4778,old,JJ,old,O
4779,woman,NN,woman,O
4780,told,VBD,told,O
4781,me,PRP,me,O
4782,that,IN,that,O
4783,the,DT,the,O
4784,lady,NN,ladies,O
4785,had,VBD,had,O
4786,kept,VBN,kept,O
4787,the,DT,the,O
4788,child,NN,child,O
4789,with,IN,with,O
4790,them,PRP,them,O
4791,",",",",",",O
4792,and,CC,and,O
4793,that,IN,that,O
4794,she,PRP,she,O
4795,had,VBD,had,O
4796,never,RB,never,O
4797,come,VBN,come,O
4798,to,TO,to,O
4799,the,DT,the,O
4800,kitchen,NN,kitchen,O
4801,",",",",",",O
4802,a,DT,as,O
4803,I,PRP,I,O
4804,had,VBD,had,O
4805,bidden,VBN,bidden,O
4806,her,PRP,her,O
4807,",",",",",",O
4808,when,WRB,when,O
4809,she,PRP,she,O
4810,wa,VBD,was,O
4811,tired,JJ,tired,O
4812,of,IN,of,O
4813,behaving,VBG,behaving,O
4814,pretty,RB,pretty,O
4815,in,IN,in,O
4816,the,DT,the,O
4817,drawing-room,NN,drawing-room,O
4818,.,.,.,O
4819,So,CC,So,O
4820,I,PRP,I,O
4821,took,VBD,took,O
4822,off,RP,off,O
4823,my,PRP$,my,O
4824,thing,NN,things,O
4825,and,CC,and,O
4826,went,VBD,went,O
4827,to,TO,to,O
4828,find,VB,find,O
4829,her,PRP,her,O
4830,",",",",",",O
4831,and,CC,and,O
4832,bring,VB,bring,O
4833,her,PRP$,her,O
4834,to,TO,to,O
4835,her,PRP$,her,O
4836,supper,NN,supper,O
4837,in,IN,in,O
4838,the,DT,the,O
4839,nursery,NN,nursery,O
4840,.,.,.,O
4841,But,CC,But,O
4842,when,WRB,when,O
4843,I,PRP,I,O
4844,went,VBD,went,O
4845,into,IN,into,O
4846,the,DT,the,O
4847,best,JJS,best,O
4848,drawing-room,NN,drawing-room,O
4849,",",",",",",O
4850,there,EX,there,O
4851,sat,VBZ,sat,O
4852,the,DT,the,O
4853,two,CD,two,O
4854,old,JJ,old,O
4855,lady,NN,ladies,O
4856,",",",",",",O
4857,very,RB,very,O
4858,still,RB,still,O
4859,and,CC,and,O
4860,quiet,JJ,quiet,O
4861,",",",",",",O
4862,dropping,VBG,dropping,O
4863,out,RP,out,O
4864,a,DT,a,O
4865,word,NN,word,O
4866,now,RB,now,O
4867,and,CC,and,O
4868,then,RB,then,O
4869,",",",",",",O
4870,but,CC,but,O
4871,looking,VBG,looking,O
4872,a,DT,as,O
4873,if,IN,if,O
4874,nothing,NN,nothing,O
4875,so,RB,so,O
4876,bright,JJ,bright,O
4877,and,CC,and,O
4878,merry,VB,merry,O
4879,a,DT,as,O
4880,Miss,NNP,Miss,O
4881,Rosamond,NNP,Rosamond,O
4882,had,VBD,had,O
4883,ever,RB,ever,O
4884,been,VBN,been,O
4885,near,IN,near,O
4886,them,PRP,them,O
4887,.,.,.,O
4888,Still,RB,Still,O
4889,I,PRP,I,O
4890,thought,VBD,thought,O
4891,she,PRP,she,O
4892,might,MD,might,O
4893,be,VB,be,O
4894,hiding,VBG,hiding,O
4895,from,IN,from,O
4896,me,PRP,me,O
4897,;,:,;,O
4898,it,PRP,it,O
4899,wa,VBZ,was,O
4900,one,CD,one,O
4901,of,IN,of,O
4902,her,PRP$,her,O
4903,pretty,JJ,pretty,O
4904,way,NN,ways,O
4905,",",",",",",O
4906,--,:,--,O
4907,and,CC,and,O
4908,that,IN,that,O
4909,she,PRP,she,O
4910,had,VBD,had,O
4911,persuaded,VBN,persuaded,O
4912,them,PRP,them,O
4913,to,TO,to,O
4914,look,VB,look,O
4915,a,DT,as,O
4916,if,IN,if,O
4917,they,PRP,they,O
4918,knew,VBD,knew,O
4919,nothing,NN,nothing,O
4920,about,IN,about,O
4921,her,PRP$,her,O
4922,;,:,;,O
4923,so,CC,so,O
4924,I,PRP,I,O
4925,went,VBD,went,O
4926,softly,RB,softly,O
4927,peeping,VBG,peeping,O
4928,under,IN,under,O
4929,this,DT,this,O
4930,sofa,NN,sofa,O
4931,",",",",",",O
4932,and,CC,and,O
4933,behind,IN,behind,O
4934,that,DT,that,O
4935,chair,NN,chair,O
4936,",",",",",",O
4937,making,VBG,making,O
4938,believe,VBP,believe,O
4939,I,PRP,I,O
4940,wa,VBP,was,O
4941,sadly,RB,sadly,O
4942,frightened,VBN,frightened,O
4943,at,IN,at,O
4944,not,RB,not,O
4945,finding,VBG,finding,O
4946,her,PRP,her,O
4947,.,.,.,O
4948,'What,WP,'What,O
4949,'s,VBZ,'s,O
4950,the,DT,the,O
4951,matter,NN,matter,O
4952,",",",",",",O
4953,Hester,NNP,Hester,O
4954,?,.,?,O
4955,','',',O
4956,said,VBD,said,O
4957,Mrs.,NNP,Mrs.,O
4958,Stark,NNP,Stark,O
4959,",",",",",",O
4960,sharply,RB,sharply,O
4961,.,.,.,O
4962,I,PRP,I,O
4963,do,VBP,do,O
4964,n't,RB,n't,O
4965,know,VB,know,O
4966,if,IN,if,O
4967,Miss,NNP,Miss,O
4968,Furnivall,NNP,Furnivall,O
4969,had,VBD,had,O
4970,seen,VBN,seen,O
4971,me,PRP,me,O
4972,",",",",",",O
4973,for,IN,for,O
4974,",",",",",",O
4975,a,DT,as,O
4976,I,PRP,I,O
4977,told,VBD,told,O
4978,you,PRP,you,O
4979,",",",",",",O
4980,she,PRP,she,O
4981,wa,VBD,was,O
4982,very,RB,very,O
4983,deaf,JJ,deaf,O
4984,",",",",",",O
4985,and,CC,and,O
4986,she,PRP,she,O
4987,sat,VBD,sat,O
4988,quite,RB,quite,O
4989,still,RB,still,O
4990,",",",",",",O
4991,idly,RB,idly,O
4992,staring,VBG,staring,O
4993,into,IN,into,O
4994,the,DT,the,O
4995,fire,NN,fire,O
4996,",",",",",",O
4997,with,IN,with,O
4998,her,PRP$,her,O
4999,hopeless,JJ,hopeless,O
5000,face,NN,face,O
5001,.,.,.,O
5002,','',',O
5003,I,PRP,I,O
5004,'m,VBP,'m,O
5005,only,RB,only,O
5006,looking,VBG,looking,O
5007,for,IN,for,O
5008,my,PRP$,my,O
5009,little,JJ,little,O
5010,Rosy,JJ,Rosy,O
5011,Posy,NNP,Posy,O
5012,",",",",",",O
5013,','',',O
5014,replied,VBD,replied,O
5015,I,PRP,I,O
5016,",",",",",",O
5017,still,RB,still,O
5018,thinking,VBG,thinking,O
5019,that,IN,that,O
5020,the,DT,the,O
5021,child,NN,child,O
5022,wa,NN,was,O
5023,there,RB,there,O
5024,",",",",",",O
5025,and,CC,and,O
5026,near,IN,near,O
5027,me,PRP,me,O
5028,",",",",",",O
5029,though,IN,though,O
5030,I,PRP,I,O
5031,could,MD,could,O
5032,not,RB,not,O
5033,see,VB,see,O
5034,her,PRP,her,O
5035,.,.,.,O
5036,'Miss,JJ,'Miss,O
5037,Rosamond,NNP,Rosamond,O
5038,is,VBZ,is,O
5039,not,RB,not,O
5040,here,RB,here,O
5041,",",",",",",O
5042,','',',O
5043,said,VBD,said,O
5044,Mrs.,NNP,Mrs.,O
5045,Stark,NNP,Stark,O
5046,.,.,.,O
5047,'She,CC,'She,O
5048,went,VBD,went,O
5049,away,RB,away,O
5050,",",",",",",O
5051,more,JJR,more,O
5052,than,IN,than,O
5053,an,DT,an,O
5054,hour,NN,hour,O
5055,ago,RB,ago,O
5056,",",",",",",O
5057,to,TO,to,O
5058,find,VB,find,O
5059,Dorothy,NNP,Dorothy,O
5060,.,.,.,O
5061,','',',O
5062,And,CC,And,O
5063,she,PRP,she,O
5064,",",",",",",O
5065,too,RB,too,O
5066,",",",",",",O
5067,turned,VBD,turned,O
5068,and,CC,and,O
5069,went,VBD,went,O
5070,on,IN,on,O
5071,looking,VBG,looking,O
5072,into,IN,into,O
5073,the,DT,the,O
5074,fire,NN,fire,O
5075,.,.,.,O
5076,My,PRP$,My,O
5077,heart,NN,heart,O
5078,sank,NN,sank,O
5079,at,IN,at,O
5080,this,DT,this,O
5081,",",",",",",O
5082,and,CC,and,O
5083,I,PRP,I,O
5084,began,VBD,began,O
5085,to,TO,to,O
5086,wish,VB,wish,O
5087,I,PRP,I,O
5088,had,VBD,had,O
5089,never,RB,never,O
5090,left,VBN,left,O
5091,my,PRP$,my,O
5092,darling,NN,darling,O
5093,.,.,.,O
